FIGHTER_WIN;FIGHTER_LOSE;METHOD;METHOD_DESC;ROUND;TIME;EVENT_NAME;LOCATION
James Irvin;Terry Martin;KO/TKO;Flying Knee;2;0:09;UFC 54: Boiling Point;Las Vegas, Nevada, USA
Nate Marquardt;Ivan Salaverry;U-DEC;;3;5:00;UFC Fight Night 1;Las Vegas, Nevada, USA
Chris Leben;Patrick Cote;S-DEC;;3;5:00;UFC Fight Night 1;Las Vegas, Nevada, USA
Stephan Bonnar;Sam Hoger;U-DEC;;3;5:00;UFC Fight Night 1;Las Vegas, Nevada, USA
Nate Quarry;Pete Sell;KO/TKO;Punches;1;0:42;UFC Fight Night 1;Las Vegas, Nevada, USA
Josh Koscheck;Pete Spratt;SUB;Rear Naked Choke;1;1:53;UFC Fight Night 1;Las Vegas, Nevada, USA
Mike Swick;Gideon Ray;KO/TKO;Punches;1;0:22;UFC Fight Night 1;Las Vegas, Nevada, USA
Kenny Florian;Alex Karalexis;KO/TKO;;2;2:52;UFC Fight Night 1;Las Vegas, Nevada, USA
Drew Fickett;Josh Neer;SUB;Rear Naked Choke;1;1:35;UFC Fight Night 1;Las Vegas, Nevada, USA
Andrei Arlovski;Justin Eilers;KO/TKO;Punches;1;4:10;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA
Karo Parisyan;Matt Serra;U-DEC;;3;5:00;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA
Rich Franklin;Evan Tanner;KO/TKO;;4;3:25;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA
Forrest Griffin;Bill Mahood;SUB;Rear Naked Choke;1;2:18;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA
Paul Buentello;Kevin Jordan;SUB;Neck Crank;1;4:00;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA
Nate Quarry;Shonie Carter;KO/TKO;Punches;1;2:37;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA
David Loiseau;Charles McCarthy;KO/TKO;Spinning Back Kick;2;2:10;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA
Nick Diaz;Koji Oishi;KO/TKO;Punch;1;1:24;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA
Chuck Liddell;Randy Couture;KO/TKO;Punch;1;2:06;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA
Renato Sobral;Travis Wiuff;SUB;Armbar;2;0:24;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA
Matt Hughes;Frank Trigg;SUB;Rear Naked Choke;1;4:05;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA
Matt Lindland;Travis Lutter;SUB;Guillotine Choke;2;3:13;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA
Georges St-Pierre;Jason Miller;U-DEC;;3;5:00;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA
Ivan Salaverry;Joe Riggs;SUB;Triangle Choke;1;2:42;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA
Joe Doerksen;Patrick Cote;SUB;Rear Naked Choke;3;2:35;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA
Mike van Arsdale;John Marsh;U-DEC;;3;5:00;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA
Rich Franklin;Ken Shamrock;KO/TKO;Punches;1;2:42;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA
Forrest Griffin;Stephan Bonnar;U-DEC;;3;5:00;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA
Diego Sanchez;Kenny Florian;KO/TKO;Punches;1;2:49;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA
Sam Hoger;Bobby Southworth;U-DEC;;3;5:00;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA
Chris Leben;Jason Thacker;KO/TKO;Punches;1;1:35;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA
Josh Koscheck;Chris Sanford;KO/TKO;Punches;1;4:21;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA
Nate Quarry;Lodune Sincaid;KO/TKO;Punches;1;3:17;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA
Mike Swick;Alex Schoenauer;KO/TKO;Punch;1;0:20;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA
Alex Karalexis;Josh Rafferty;KO/TKO;Punches;1;1:40;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA
Tito Ortiz;Vitor Belfort;S-DEC;;3;5:00;UFC 51: Super Saturday;Las Vegas, Nevada, USA
Pete Sell;Phil Baroni;SUB;Guillotine Choke;3;4:19;UFC 51: Super Saturday;Las Vegas, Nevada, USA
Andrei Arlovski;Tim Sylvia;SUB;Ankle Lock;1;0:47;UFC 51: Super Saturday;Las Vegas, Nevada, USA
Evan Tanner;David Terrell;KO/TKO;Punches;1;4:35;UFC 51: Super Saturday;Las Vegas, Nevada, USA
Paul Buentello;Justin Eilers;KO/TKO;Punches;1;3:34;UFC 51: Super Saturday;Las Vegas, Nevada, USA
Mike Kyle;James Irvin;KO/TKO;Punch;1;1:55;UFC 51: Super Saturday;Las Vegas, Nevada, USA
David Loiseau;Gideon Ray;KO/TKO;;1;5:00;UFC 51: Super Saturday;Las Vegas, Nevada, USA
Karo Parisyan;Chris Lytle;U-DEC;;3;5:00;UFC 51: Super Saturday;Las Vegas, Nevada, USA
Nick Diaz;Drew Fickett;KO/TKO;Punches;1;4:40;UFC 51: Super Saturday;Las Vegas, Nevada, USA
Tito Ortiz;Patrick Cote;U-DEC;;3;5:00;UFC 50: The War Of '04;Atlantic City, New Jersey, USA
Rich Franklin;Jorge Rivera;SUB;Armbar;3;4:28;UFC 50: The War Of '04;Atlantic City, New Jersey, USA
Matt Hughes;Georges St-Pierre;SUB;Armbar;1;4:59;UFC 50: The War Of '04;Atlantic City, New Jersey, USA
Frank Trigg;Renato Verissimo;KO/TKO;Elbows;2;2:11;UFC 50: The War Of '04;Atlantic City, New Jersey, USA
Evan Tanner;Robbie Lawler;SUB;Triangle Choke;1;2:22;UFC 50: The War Of '04;Atlantic City, New Jersey, USA
Ivan Salaverry;Tony Fryklund;SUB;Other - Lock;1;1:36;UFC 50: The War Of '04;Atlantic City, New Jersey, USA
Travis Lutter;Marvin Eastman;KO/TKO;Punch;2;0:33;UFC 50: The War Of '04;Atlantic City, New Jersey, USA
Randy Couture;Vitor Belfort;KO/TKO;;3;5:00;UFC 49: Unfinished Business;Las Vegas, Nevada, USA
Joe Riggs;Joe Doerksen;KO/TKO;Elbows;2;3:39;UFC 49: Unfinished Business;Las Vegas, Nevada, USA
Chuck Liddell;Vernon White;KO/TKO;Punch;1;4:05;UFC 49: Unfinished Business;Las Vegas, Nevada, USA
David Terrell;Matt Lindland;KO/TKO;Punch;1;0:24;UFC 49: Unfinished Business;Las Vegas, Nevada, USA
Justin Eilers;Mike Kyle;KO/TKO;Punch;1;1:14;UFC 49: Unfinished Business;Las Vegas, Nevada, USA
Chris Lytle;Ronald Jhun;SUB;Guillotine Choke;2;1:17;UFC 49: Unfinished Business;Las Vegas, Nevada, USA
Karo Parisyan;Nick Diaz;S-DEC;;3;5:00;UFC 49: Unfinished Business;Las Vegas, Nevada, USA
Yves Edwards;Josh Thomson;KO/TKO;Kick;1;4:32;UFC 49: Unfinished Business;Las Vegas, Nevada, USA
Ken Shamrock;Kimo Leopoldo;KO/TKO;Knee;1;1:26;UFC 48: Payback;Las Vegas, Nevada, USA
Frank Trigg;Dennis Hallman;KO/TKO;Punches;1;4:15;UFC 48: Payback;Las Vegas, Nevada, USA
Frank Mir;Tim Sylvia;SUB;Armbar;1;0:50;UFC 48: Payback;Las Vegas, Nevada, USA
Matt Hughes;Renato Verissimo;U-DEC;;3;5:00;UFC 48: Payback;Las Vegas, Nevada, USA
Evan Tanner;Phil Baroni;U-DEC;;3;5:00;UFC 48: Payback;Las Vegas, Nevada, USA
Matt Serra;Ivan Menjivar;U-DEC;;3;5:00;UFC 48: Payback;Las Vegas, Nevada, USA
Georges St-Pierre;Jay Hieron;KO/TKO;Punches;1;1:42;UFC 48: Payback;Las Vegas, Nevada, USA
Trevor Prangley;Curtis Stout;SUB;Neck Crank;2;1:05;UFC 48: Payback;Las Vegas, Nevada, USA
Chuck Liddell;Tito Ortiz;KO/TKO;Punches;2;0:38;UFC 47: It's On!;Las Vegas, Nevada, USA
Chris Lytle;Tiki Ghosn;SUB;Other - Choke;2;1:55;UFC 47: It's On!;Las Vegas, Nevada, USA
Yves Edwards;Hermes Franca;S-DEC;;3;5:00;UFC 47: It's On!;Las Vegas, Nevada, USA
Andrei Arlovski;Wesley Correira;KO/TKO;Punches;2;1:15;UFC 47: It's On!;Las Vegas, Nevada, USA
Nick Diaz;Robbie Lawler;KO/TKO;Punch;2;1:31;UFC 47: It's On!;Las Vegas, Nevada, USA
Mike Kyle;Wes Sims;KO/TKO;Punch;1;4:59;UFC 47: It's On!;Las Vegas, Nevada, USA
Jonathan Wiezorek;Wade Shipp;KO/TKO;Punches;1;4:40;UFC 47: It's On!;Las Vegas, Nevada, USA
Genki Sudo;Mike Brown;SUB;Triangle Choke;1;3:31;UFC 47: It's On!;Las Vegas, Nevada, USA
Vitor Belfort;Randy Couture;KO/TKO;;1;0:49;UFC 46: Supernatural;Las Vegas, Nevada, USA
Renato Verissimo;Carlos Newton;U-DEC;;3;5:00;UFC 46: Supernatural;Las Vegas, Nevada, USA
BJ Penn;Matt Hughes;SUB;Rear Naked Choke;1;4:39;UFC 46: Supernatural;Las Vegas, Nevada, USA
Frank Mir;Wes Sims;KO/TKO;Punch;2;4:21;UFC 46: Supernatural;Las Vegas, Nevada, USA
Lee Murray;Jorge Rivera;SUB;Triangle Choke;1;1:45;UFC 46: Supernatural;Las Vegas, Nevada, USA
Georges St-Pierre;Karo Parisyan;U-DEC;;3;5:00;UFC 46: Supernatural;Las Vegas, Nevada, USA
Josh Thomson;Hermes Franca;M-DEC;;3;5:00;UFC 46: Supernatural;Las Vegas, Nevada, USA
Matt Serra;Jeff Curran;U-DEC;;3;5:00;UFC 46: Supernatural;Las Vegas, Nevada, USA
Matt Hughes;Frank Trigg;SUB;Rear Naked Choke;1;3:54;UFC 45: Revolution;Uncasville, Connecticut, USA
Matt Lindland;Falaniko Vitale;KO/TKO;Punches;3;4:23;UFC 45: Revolution;Uncasville, Connecticut, USA
Wesley Correira;David Abbott;KO/TKO;;1;2:14;UFC 45: Revolution;Uncasville, Connecticut, USA
Evan Tanner;Phil Baroni;KO/TKO;Elbows;1;4:42;UFC 45: Revolution;Uncasville, Connecticut, USA
Robbie Lawler;Chris Lytle;U-DEC;;3;5:00;UFC 45: Revolution;Uncasville, Connecticut, USA
Pedro Rizzo;Ricco Rodriguez;U-DEC;;3;5:00;UFC 45: Revolution;Uncasville, Connecticut, USA
Keith Rockel;Chris Liguori;SUB;Guillotine Choke;1;3:29;UFC 45: Revolution;Uncasville, Connecticut, USA
Yves Edwards;Nick Agallar;KO/TKO;Punch;2;2:14;UFC 45: Revolution;Uncasville, Connecticut, USA
Randy Couture;Tito Ortiz;U-DEC;;5;5:00;UFC 44: Undisputed;Las Vegas, Nevada, USA
Andrei Arlovski;Vladimir Matyushenko;KO/TKO;Punches;1;1:59;UFC 44: Undisputed;Las Vegas, Nevada, USA
Tim Sylvia;Gan McGee;KO/TKO;Punch;1;1:54;UFC 44: Undisputed;Las Vegas, Nevada, USA
Jorge Rivera;David Loiseau;U-DEC;;3;5:00;UFC 44: Undisputed;Las Vegas, Nevada, USA
Rich Franklin;Edwin DeWees;KO/TKO;Knees;1;3:35;UFC 44: Undisputed;Las Vegas, Nevada, USA
Karo Parisyan;Dave Strasser;SUB;Kimura;1;3:52;UFC 44: Undisputed;Las Vegas, Nevada, USA
Josh Thomson;Gerald Strebendt;KO/TKO;Punches;1;2:45;UFC 44: Undisputed;Las Vegas, Nevada, USA
Nick Diaz;Jeremy Jackson;SUB;Armbar;3;2:04;UFC 44: Undisputed;Las Vegas, Nevada, USA
Hermes Franca;Caol Uno;KO/TKO;Punch;2;2:46;UFC 44: Undisputed;Las Vegas, Nevada, USA
Randy Couture;Chuck Liddell;KO/TKO;Punches;3;2:39;UFC 43: Meltdown;Las Vegas, Nevada, USA
Kimo Leopoldo;David Abbott;SUB;Arm Triangle;1;1:59;UFC 43: Meltdown;Las Vegas, Nevada, USA
Vitor Belfort;Marvin Eastman;KO/TKO;Knees;1;1:07;UFC 43: Meltdown;Las Vegas, Nevada, USA
Vernon White;Ian Freeman;S-DEC;;3;5:00;UFC 43: Meltdown;Las Vegas, Nevada, USA
Frank Mir;Wes Sims;DQ;;1;2:55;UFC 43: Meltdown;Las Vegas, Nevada, USA
Yves Edwards;Eddie Ruiz;U-DEC;;3;5:00;UFC 43: Meltdown;Las Vegas, Nevada, USA
Falaniko Vitale;Matt Lindland;KO/TKO;Slam;1;1:56;UFC 43: Meltdown;Las Vegas, Nevada, USA
Pedro Rizzo;Tra Telligman;KO/TKO;;2;4:24;UFC 43: Meltdown;Las Vegas, Nevada, USA
Matt Hughes;Sean Sherk;U-DEC;;5;5:00;UFC 42: Sudden Impact;Miami, Florida, USA
Pete Spratt;Robbie Lawler;SUB;Injury;2;2:28;UFC 42: Sudden Impact;Miami, Florida, USA
Dave Strasser;Romie Aram;U-DEC;;3;5:00;UFC 42: Sudden Impact;Miami, Florida, USA
Wesley Correira;Sean Alvarez;KO/TKO;Punches;2;1:46;UFC 42: Sudden Impact;Miami, Florida, USA
Rich Franklin;Evan Tanner;KO/TKO;Punches;1;2:40;UFC 42: Sudden Impact;Miami, Florida, USA
Duane Ludwig;Genki Sudo;U-DEC;;3;5:00;UFC 42: Sudden Impact;Miami, Florida, USA
Hermes Franca;Richard Crunkilton;U-DEC;;3;5:00;UFC 42: Sudden Impact;Miami, Florida, USA
David Loiseau;Mark Weir;KO/TKO;Punches;1;3:55;UFC 42: Sudden Impact;Miami, Florida, USA
Tim Sylvia;Ricco Rodriguez;KO/TKO;Punch;1;3:09;UFC 41: Onslaught;Atlantic City, New Jersey, USA
Frank Mir;David Abbott;SUB;Toe Hold;1;0:46;UFC 41: Onslaught;Atlantic City, New Jersey, USA
BJ Penn;Caol Uno;S-DEC;;5;5:00;UFC 41: Onslaught;Atlantic City, New Jersey, USA
Matt Lindland;Phil Baroni;U-DEC;;3;5:00;UFC 41: Onslaught;Atlantic City, New Jersey, USA
Vladimir Matyushenko;Pedro Rizzo;U-DEC;;3;5:00;UFC 41: Onslaught;Atlantic City, New Jersey, USA
Din Thomas;Matt Serra;S-DEC;;3;5:00;UFC 41: Onslaught;Atlantic City, New Jersey, USA
Gan McGee;Alexandre Dantas;KO/TKO;Punches;1;4:49;UFC 41: Onslaught;Atlantic City, New Jersey, USA
Yves Edwards;Rich Clementi;SUB;Rear Naked Choke;3;4:07;UFC 41: Onslaught;Atlantic City, New Jersey, USA
Tito Ortiz;Ken Shamrock;KO/TKO;;3;5:00;UFC 40: Vendetta;Las Vegas, Nevada, USA
Chuck Liddell;Renato Sobral;KO/TKO;Kick;1;2:55;UFC 40: Vendetta;Las Vegas, Nevada, USA
Matt Hughes;Gil Castillo;KO/TKO;;1;5:00;UFC 40: Vendetta;Las Vegas, Nevada, USA
Carlos Newton;Pete Spratt;SUB;Kimura;1;1:45;UFC 40: Vendetta;Las Vegas, Nevada, USA
Robbie Lawler;Tiki Ghosn;KO/TKO;Punch;1;1:29;UFC 40: Vendetta;Las Vegas, Nevada, USA
Andrei Arlovski;Ian Freeman;KO/TKO;Punches;1;1:18;UFC 40: Vendetta;Las Vegas, Nevada, USA
Vladimir Matyushenko;Travis Wiuff;KO/TKO;Punches;1;4:10;UFC 40: Vendetta;Las Vegas, Nevada, USA
Phillip Miller;Mark Weir;SUB;Rear Naked Choke;2;4:50;UFC 40: Vendetta;Las Vegas, Nevada, USA
Ricco Rodriguez;Randy Couture;KO/TKO;Elbows;5;3:04;UFC 39: The Warriors Return;Uncasville, Connecticut, USA
Tim Sylvia;Wesley Correira;KO/TKO;;2;1:43;UFC 39: The Warriors Return;Uncasville, Connecticut, USA
BJ Penn;Matt Serra;U-DEC;;3;5:00;UFC 39: The Warriors Return;Uncasville, Connecticut, USA
Caol Uno;Din Thomas;U-DEC;;3;5:00;UFC 39: The Warriors Return;Uncasville, Connecticut, USA
Gan McGee;Pedro Rizzo;KO/TKO;;1;5:00;UFC 39: The Warriors Return;Uncasville, Connecticut, USA
Phil Baroni;Dave Menne;KO/TKO;Punches;1;0:18;UFC 39: The Warriors Return;Uncasville, Connecticut, USA
Matt Lindland;Ivan Salaverry;U-DEC;;3;5:00;UFC 39: The Warriors Return;Uncasville, Connecticut, USA
Sean Sherk;Benji Radach;KO/TKO;;1;4:16;UFC 39: The Warriors Return;Uncasville, Connecticut, USA
Matt Hughes;Carlos Newton;KO/TKO;Punches;4;3:37;UFC 38: Brawl at the Hall;London, England, United Kingdom
Ian Freeman;Frank Mir;KO/TKO;;1;4:35;UFC 38: Brawl at the Hall;London, England, United Kingdom
Mark Weir;Eugene Jackson;KO/TKO;Punch;1;0:10;UFC 38: Brawl at the Hall;London, England, United Kingdom
Genki Sudo;Leigh Remedios;SUB;Rear Naked Choke;2;1:38;UFC 38: Brawl at the Hall;London, England, United Kingdom
Phillip Miller;James Zikic;U-DEC;;3;5:00;UFC 38: Brawl at the Hall;London, England, United Kingdom
Renato Sobral;Elvis Sinosic;U-DEC;;3;5:00;UFC 38: Brawl at the Hall;London, England, United Kingdom
Evan Tanner;Chris Haseman;U-DEC;;3;5:00;UFC 38: Brawl at the Hall;London, England, United Kingdom
Chuck Liddell;Vitor Belfort;U-DEC;;3;5:00;UFC 37.5: As Real As It Gets;Las Vegas, Nevada, USA
Benji Radach;Nick Serra;U-DEC;;3;5:00;UFC 37.5: As Real As It Gets;Las Vegas, Nevada, USA
Pete Spratt;Zach Light;SUB;Armbar;1;2:25;UFC 37.5: As Real As It Gets;Las Vegas, Nevada, USA
Robbie Lawler;Steve Berger;KO/TKO;Punch;2;0:27;UFC 37.5: As Real As It Gets;Las Vegas, Nevada, USA
Tony Fryklund;Rodrigo Ruas;KO/TKO;Punches;2;3:34;UFC 37.5: As Real As It Gets;Las Vegas, Nevada, USA
Yves Edwards;Joao Pierini;KO/TKO;;1;1:19;UFC 37.5: As Real As It Gets;Las Vegas, Nevada, USA
Murilo Bustamante;Matt Lindland;SUB;Guillotine Choke;3;1:33;UFC 37: High Impact;Bossier City, Louisiana, USA
Ricco Rodriguez;Tsuyoshi Kohsaka;KO/TKO;Punches;2;3:25;UFC 37: High Impact;Bossier City, Louisiana, USA
BJ Penn;Paul Creighton;KO/TKO;Punches;2;3:23;UFC 37: High Impact;Bossier City, Louisiana, USA
Phil Baroni;Amar Suloev;KO/TKO;Punches;1;2:59;UFC 37: High Impact;Bossier City, Louisiana, USA
Caol Uno;Yves Edwards;U-DEC;;3;5:00;UFC 37: High Impact;Bossier City, Louisiana, USA
Ivan Salaverry;Andrei Semenov;KO/TKO;Punches;3;2:27;UFC 37: High Impact;Bossier City, Louisiana, USA
Benji Radach;Steve Berger;Overturned;;1;0:27;UFC 37: High Impact;Bossier City, Louisiana, USA
Robbie Lawler;Aaron Riley;U-DEC;;3;5:00;UFC 37: High Impact;Bossier City, Louisiana, USA
Josh Barnett;Randy Couture;KO/TKO;Punches;2;4:35;UFC 36: Worlds Collide;Las Vegas, Nevada, USA
Pedro Rizzo;Andrei Arlovski;KO/TKO;Punch;3;1:45;UFC 36: Worlds Collide;Las Vegas, Nevada, USA
Matt Hughes;Hayato Sakurai;KO/TKO;Punches;4;3:01;UFC 36: Worlds Collide;Las Vegas, Nevada, USA
Matt Lindland;Pat Miletich;KO/TKO;Punches;1;3:09;UFC 36: Worlds Collide;Las Vegas, Nevada, USA
Evan Tanner;Elvis Sinosic;KO/TKO;;1;2:06;UFC 36: Worlds Collide;Las Vegas, Nevada, USA
Frank Mir;Pete Williams;SUB;Other - Lock;1;0:46;UFC 36: Worlds Collide;Las Vegas, Nevada, USA
Matt Serra;Kelly Dullanty;SUB;Triangle Choke;1;2:58;UFC 36: Worlds Collide;Las Vegas, Nevada, USA
Sean Sherk;Jutaro Nakao;U-DEC;;3;5:00;UFC 36: Worlds Collide;Las Vegas, Nevada, USA
Jens Pulver;BJ Penn;M-DEC;;5;5:00;UFC 35: Throwdown;Uncasville, Connecticut, USA
Ricco Rodriguez;Jeff Monson;KO/TKO;Punches;3;3:00;UFC 35: Throwdown;Uncasville, Connecticut, USA
Murilo Bustamante;Dave Menne;KO/TKO;Punch;2;0:44;UFC 35: Throwdown;Uncasville, Connecticut, USA
Chuck Liddell;Amar Suloev;U-DEC;;3;5:00;UFC 35: Throwdown;Uncasville, Connecticut, USA
Andrei Semenov;Ricardo Almeida;KO/TKO;Punch;2;2:01;UFC 35: Throwdown;Uncasville, Connecticut, USA
Kevin Randleman;Renato Sobral;U-DEC;;3;5:00;UFC 35: Throwdown;Uncasville, Connecticut, USA
Gil Castillo;Chris Brennan;U-DEC;;3;5:00;UFC 35: Throwdown;Uncasville, Connecticut, USA
Eugene Jackson;Keith Rockel;SUB;Guillotine Choke;2;1:14;UFC 35: Throwdown;Uncasville, Connecticut, USA
Randy Couture;Pedro Rizzo;KO/TKO;Punches;3;3:22;UFC 34: High Voltage;Las Vegas, Nevada, USA
Ricco Rodriguez;Pete Williams;KO/TKO;Punches;2;4:02;UFC 34: High Voltage;Las Vegas, Nevada, USA
Matt Hughes;Carlos Newton;KO/TKO;Slam;2;1:27;UFC 34: High Voltage;Las Vegas, Nevada, USA
BJ Penn;Caol Uno;KO/TKO;Punches;1;0:11;UFC 34: High Voltage;Las Vegas, Nevada, USA
Josh Barnett;Bobby Hoffman;KO/TKO;Punches;2;4:25;UFC 34: High Voltage;Las Vegas, Nevada, USA
Evan Tanner;Homer Moore;SUB;Armbar;2;0:55;UFC 34: High Voltage;Las Vegas, Nevada, USA
Matt Lindland;Phil Baroni;M-DEC;;3;5:00;UFC 34: High Voltage;Las Vegas, Nevada, USA
Frank Mir;Roberto Traven;SUB;Armbar;1;1:05;UFC 34: High Voltage;Las Vegas, Nevada, USA
Tito Ortiz;Vladimir Matyushenko;U-DEC;;5;5:00;UFC 33: Victory in Vegas;Las Vegas, Nevada, USA
Jens Pulver;Dennis Hallman;U-DEC;;5;5:00;UFC 33: Victory in Vegas;Las Vegas, Nevada, USA
Chuck Liddell;Murilo Bustamante;U-DEC;;3;5:00;UFC 33: Victory in Vegas;Las Vegas, Nevada, USA
Matt Serra;Yves Edwards;M-DEC;;3;5:00;UFC 33: Victory in Vegas;Las Vegas, Nevada, USA
Dave Menne;Gil Castillo;U-DEC;;5;5:00;UFC 33: Victory in Vegas;Las Vegas, Nevada, USA
Jutaro Nakao;Tony DeSouza;KO/TKO;Punch;2;0:15;UFC 33: Victory in Vegas;Las Vegas, Nevada, USA
Ricardo Almeida;Eugene Jackson;SUB;Triangle Choke;1;4:06;UFC 33: Victory in Vegas;Las Vegas, Nevada, USA
Din Thomas;Fabiano Iha;U-DEC;;3;5:00;UFC 33: Victory in Vegas;Las Vegas, Nevada, USA
Tito Ortiz;Elvis Sinosic;KO/TKO;Elbows;1;3:32;UFC 32: Showdown in the Meadowlands;East Rutherford, New Jersey, USA
BJ Penn;Din Thomas;KO/TKO;Knee;1;2:42;UFC 32: Showdown in the Meadowlands;East Rutherford, New Jersey, USA
Josh Barnett;Semmy Schilt;SUB;Armbar;1;4:21;UFC 32: Showdown in the Meadowlands;East Rutherford, New Jersey, USA
Pat Miletich;Shonie Carter;KO/TKO;Kick;2;2:42;UFC 32: Showdown in the Meadowlands;East Rutherford, New Jersey, USA
Caol Uno;Fabiano Iha;KO/TKO;Punches;1;1:48;UFC 32: Showdown in the Meadowlands;East Rutherford, New Jersey, USA
Vladimir Matyushenko;Yuki Kondo;U-DEC;;3;5:00;UFC 32: Showdown in the Meadowlands;East Rutherford, New Jersey, USA
Ricco Rodriguez;Andrei Arlovski;KO/TKO;Punches;3;1:23;UFC 32: Showdown in the Meadowlands;East Rutherford, New Jersey, USA
Tony DeSouza;Paul Rodriguez;SUB;Guillotine Choke;1;1:05;UFC 32: Showdown in the Meadowlands;East Rutherford, New Jersey, USA
Randy Couture;Pedro Rizzo;U-DEC;;5;5:00;UFC 31: Locked and Loaded;Atlantic City, New Jersey, USA
Carlos Newton;Pat Miletich;SUB;Other - Choke;3;2:50;UFC 31: Locked and Loaded;Atlantic City, New Jersey, USA
Chuck Liddell;Kevin Randleman;KO/TKO;Punch;1;1:18;UFC 31: Locked and Loaded;Atlantic City, New Jersey, USA
Shonie Carter;Matt Serra;KO/TKO;Spinning Back Fist;3;4:51;UFC 31: Locked and Loaded;Atlantic City, New Jersey, USA
Semmy Schilt;Pete Williams;KO/TKO;Punch;2;1:28;UFC 31: Locked and Loaded;Atlantic City, New Jersey, USA
Matt Lindland;Ricardo Almeida;DQ;;3;4:21;UFC 31: Locked and Loaded;Atlantic City, New Jersey, USA
BJ Penn;Joey Gilbert;KO/TKO;Punches;1;4:57;UFC 31: Locked and Loaded;Atlantic City, New Jersey, USA
Tony DeSouza;Steve Berger;U-DEC;;3;5:00;UFC 31: Locked and Loaded;Atlantic City, New Jersey, USA
Tito Ortiz;Evan Tanner;KO/TKO;Slam;1;0:32;UFC 30: Battle on the Boardwalk;Atlantic City, New Jersey, USA
Jens Pulver;Caol Uno;U-DEC;;5;5:00;UFC 30: Battle on the Boardwalk;Atlantic City, New Jersey, USA
Fabiano Iha;Phil Johns;SUB;Armbar;1;1:40;UFC 30: Battle on the Boardwalk;Atlantic City, New Jersey, USA
Elvis Sinosic;Jeremy Horn;SUB;Triangle Choke;1;2:52;UFC 30: Battle on the Boardwalk;Atlantic City, New Jersey, USA
Pedro Rizzo;Josh Barnett;KO/TKO;Punch;2;4:21;UFC 30: Battle on the Boardwalk;Atlantic City, New Jersey, USA
Bobby Hoffman;Mark Robinson;Overturned;;1;3:27;UFC 30: Battle on the Boardwalk;Atlantic City, New Jersey, USA
Phil Baroni;Curtis Stout;U-DEC;;2;5:00;UFC 30: Battle on the Boardwalk;Atlantic City, New Jersey, USA
Sean Sherk;Tiki Ghosn;SUB;Injury;2;4:47;UFC 30: Battle on the Boardwalk;Atlantic City, New Jersey, USA
Tito Ortiz;Yuki Kondo;SUB;Neck Crank;1;1:52;UFC 29: Defense of the Belts;Tokyo, Japan
Pat Miletich;Kenichi Yamamoto;SUB;Guillotine Choke;2;1:58;UFC 29: Defense of the Belts;Tokyo, Japan
Matt Lindland;Yoji Anjo;KO/TKO;Punches;1;2:58;UFC 29: Defense of the Belts;Tokyo, Japan
Fabiano Iha;Daiju Takase;KO/TKO;Punches;1;2:24;UFC 29: Defense of the Belts;Tokyo, Japan
Evan Tanner;Lance Gibson;KO/TKO;Punches;1;4:58;UFC 29: Defense of the Belts;Tokyo, Japan
Dennis Hallman;Matt Hughes;SUB;Armbar;1;0:20;UFC 29: Defense of the Belts;Tokyo, Japan
Chuck Liddell;Jeff Monson;U-DEC;;3;5:00;UFC 29: Defense of the Belts;Tokyo, Japan
Randy Couture;Kevin Randleman;KO/TKO;Punches;3;4:13;UFC 28: High Stakes;Atlantic City, New Jersey, USA
Renato Sobral;Maurice Smith;M-DEC;;3;5:00;UFC 28: High Stakes;Atlantic City, New Jersey, USA
Josh Barnett;Gan McGee;KO/TKO;Elbows;2;4:34;UFC 28: High Stakes;Atlantic City, New Jersey, USA
